genome_name,name,Lineage,Phyla,Group,strain,biosample,bioproject,study,reference,code,accession,assemly_status,size,gc,replicons,wgs,scaffolds,cds,release_date,genbank_ftp,refseq_ftp
GCA_005116675.1,Desulfopila sp. IMCC35004,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,IMCC35004,SAMN11402288,PRJNA532519,Isolate sequencing,NA,Isolate,GCA_005116675.1,Contig,5.67035,48.9,,SWCK01,231,4678,2019-05-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/116/675/GCA_005116675.1_ASM511667v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/116/675/GCF_005116675.1_ASM511667v1
GCA_003154455.1,Dehalococcoidia bacterium,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,fen_1060,SAMN08179743,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003154455.1,Scaffold,2.0748,49,,PMDJ01,198,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/154/455/GCA_003154455.1_20120700_E2X,
GCA_003153955.1,Dehalococcoidia bacterium,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,fen_1064,SAMN08179778,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003153955.1,Scaffold,2.08646,49,,PMCB01,137,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/153/955/GCA_003153955.1_20120700_E3M,
GCA_002789615.1,Acidobacteria bacterium CG_4_9_14_3_um_filter_49_7,Bacteria;Acidobacteria;unclassified Acidobacteria,Acidobacteria,Acidobacteria,CG_4_9_14_3_um_filter_49_7,SAMN06660039,PRJNA362739,aquifer metagenome,Probst et al. 2030,Subsurface,GCA_002789615.1,Scaffold,2.11141,49,,PFTO01,215,1986,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/789/615/GCA_002789615.1_ASM278961v1,
GCA_002298915.1,Clostridium sp. UBA699,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA699,SAMN06452248,PRJNA348753,Parks 2017 UBA reassembly,Comparative metagenome analyses of anode-associated microbial communities developed in Wetlands field-soil microbial fuel cells,Wetlands,GCA_002298915.1,Scaffold,2.73652,49,,DBML01,34,0,2017-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/298/915/GCA_002298915.1_ASM229891v1,
GCA_003555305.1,Syntrophomonadaceae bacterium,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,T1Sed10_166,SAMN08575092,PRJNA434545,soda lake metagenome,NA,Freshwater,GCA_003555305.1,Contig,3.34722,49,,PWGP01,456,0,2018-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/555/305/GCA_003555305.1_ASM355530v1,
GCA_002402945.1,Pelotomaculum sp. UBA4789,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA4789,SAMN06455484,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002402945.1,Scaffold,1.93405,49.1,,DHGV01,122,0,2017-09-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/402/945/GCA_002402945.1_ASM240294v1,
GCA_002382045.1,Syntrophaceae bacterium UBA4059,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA4059,SAMN06454798,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002382045.1,Scaffold,2.95292,49.1,,DFZJ01,229,0,2017-09-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/382/045/GCA_002382045.1_ASM238204v1,
GCA_007279985.1,Deltaproteobacteria bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,PowLak16_MAG31,SAMN09989708,PRJNA489439,lake metagenome,NA,Freshwater,GCA_007279985.1,Contig,1.33684,49.2,,QYPJ01,171,1343,2019-07-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/279/985/GCA_007279985.1_ASM727998v1,
GCA_002292015.1,Firmicutes bacterium UBA993,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA993,SAMN06452151,PRJNA348753,Parks 2017 UBA reassembly,Serpentinizing microbial ecosystems Metagenome,Hydrocarbon_Contaminated_Site,GCA_002292015.1,Scaffold,1.92263,49.2,,DBBD01,163,0,2017-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/292/015/GCA_002292015.1_ASM229201v1,
GCA_003141275.1,Phycisphaerales bacterium,Bacteria;PVC group;Planctomycetes,PVC;Planctomycetes,PVC,fen_1362,SAMN08180155,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003141275.1,Scaffold,3.05214,49.2,,PLLM01,104,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/141/275/GCA_003141275.1_20120800_E3X,
GCA_000429305.1,Desulfovibrio inopinatus DSM 10711,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 10711,SAMN02441548,PRJNA185534,JGI Isolate sequencing,NA,Isolate,GCA_000429305.1,Scaffold,5.76755,49.2,,AUBP01,69,4833,2013-07-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/305/GCA_000429305.1_ASM42930v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/305/GCF_000429305.1_ASM42930v1
GCA_001789245.1,Candidatus Raymondbacteria bacterium RifOxyC12_full_50_8,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Raymondbacteria,Candidate Phyla,,SAMN04314608,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001789245.1,Scaffold,4.83348,49.4,,MFYV01,334,3622,2016-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/789/245/GCA_001789245.1_ASM178924v1,
GCA_003153935.1,Elusimicrobia bacterium,Bacteria;Elusimicrobia;unclassified Elusimicrobia,Elusimicrobia,Elusimicrobia,fen_1175,SAMN08179779,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003153935.1,Scaffold,1.74716,49.5,,PMCA01,36,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/153/935/GCA_003153935.1_20120700_E3M,
GCA_003156875.1,Nitrospiraceae bacterium,Bacteria;Nitrospirae;Nitrospira,Nitrospirae,Nitrospirae,fen_1314,SAMN08179618,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003156875.1,Scaffold,2.35716,49.5,,PMIB01,372,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/156/875/GCA_003156875.1_20120600_E3S,
GCA_003235275.1,Proteobacteria bacterium,Bacteria;Proteobacteria;unclassified Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,SZUA-275,SAMN09287823,PRJNA385762,Hydrothermal Vent metagenome,NA,Hydrothermal Vent,GCA_003235275.1,Contig,2.71239,49.5,,QJWT01,711,0,2018-06-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/235/275/GCA_003235275.1_ASM323527v1,
GCA_002840435.1,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-6,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,HGW-Deltaproteobacteria-6,SAMN06767657,PRJNA321556,groundwater metagenome/Subsurface,Hernsdorf et al. 2017,Subsurface,GCA_002840435.1,Scaffold,4.08602,49.5,,PHAT01,53,3679,2017-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/840/435/GCA_002840435.1_ASM284043v1,
GCA_001789215.1,Candidatus Raymondbacteria bacterium RifOxyB12_full_50_8,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Raymondbacteria,Candidate Phyla,,SAMN04314471,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001789215.1,Scaffold,4.90655,49.5,,MFYU01,303,3752,2016-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/789/215/GCA_001789215.1_ASM178921v1,
GCA_003154495.1,Elusimicrobia bacterium,Bacteria;Elusimicrobia;unclassified Elusimicrobia,Elusimicrobia,Elusimicrobia,fen_1174,SAMN08179739,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003154495.1,Scaffold,1.78067,49.6,,PMDN01,66,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/154/495/GCA_003154495.1_20120700_E2X,
GCA_002781565.1,Deltaproteobacteria bacterium CG17_big_fil_post_rev_8_21_14_2_50_51_6,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,CG17_big_fil_post_rev_8_21_14_2_50_51_6,SAMN06659590,PRJNA362739,aquifer metagenome,Probst et al. 2043,Subsurface,GCA_002781565.1,Scaffold,1.87167,49.6,,PFFL01,374,1698,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/565/GCA_002781565.1_ASM278156v1,
GCA_003247115.1,Deltaproteobacteria bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,SZUA-384,SAMN09287932,PRJNA385762,Hydrothermal Vent metagenome,NA,Hydrothermal Vent,GCA_003247115.1,Contig,2.60451,49.6,,QKAY01,584,0,2018-06-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/247/115/GCA_003247115.1_ASM324711v1,
GCA_004343725.1,Treponema sp. J25,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,J25,SAMN08565569,PRJNA434627,Isolate sequencing,NA,Isolate,GCA_004343725.1,Scaffold,3.18062,49.6,,PTQW01,66,2596,2019-03-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/343/725/GCA_004343725.1_ASM434372v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/343/725/GCF_004343725.1_ASM434372v1
GCA_003142635.1,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,fen_1164,SAMN08180118,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003142635.1,Scaffold,3.4708,49.6,,PLMX01,260,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/142/635/GCA_003142635.1_20120800_E2X,
GCA_003171175.1,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,fen_1101,SAMN08179074,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003171175.1,Scaffold,3.75973,49.6,,PMZH01,361,0,2018-05-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/171/175/GCA_003171175.1_20110800_E3D,
GCA_002410325.1,Syntrophomonas sp. UBA5314,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA5314,SAMN06453317,PRJNA348753,Parks 2017 UBA reassembly,Pit mud of Chinese liqour fermentation reactorMetagenome,Sediment,GCA_002410325.1,Scaffold,4.00605,49.6,,DHRK01,72,0,2017-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/410/325/GCA_002410325.1_ASM241032v1,
GCA_900143695.1,Desulfopila aestuarii DSM 18488,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 18488,SAMN02745220,PRJEB18519,JGI Isolate sequencing,NA,Isolate,GCA_900143695.1,Contig,6.06558,49.6,,FRFE01,103,5073,2016-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/143/695/GCA_900143695.1_IMG-taxon_2582581262_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/143/695/GCF_900143695.1_IMG-taxon_2582581262_annotated_assembly
GCA_001735875.1,Olavius algarvensis Delta 1 endosymbiont,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,,SAMN02954240,PRJNA17779,olavius symbionts metagenome,Woyke et al. 2006,Endosymbiont,GCA_001735875.1,Scaffold,14.6629,49.6,,AASZ01,226,0,2006-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/735/875/GCA_001735875.1_ASM173587v1,
GCA_001799225.1,Deltaproteobacteria bacterium RIFOXYD12_FULL_50_9,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,,SAMN04314632,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001799225.1,Scaffold,3.76924,49.7,,MGTA01,274,2763,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/799/225/GCA_001799225.1_ASM179922v1,
GCA_005116645.1,Desulfopila sp. IMCC35006,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,IMCC35006,SAMN11402290,PRJNA532519,Isolate sequencing,NA,Isolate,GCA_005116645.1,Contig,5.63348,49.7,,SWCM01,95,4712,2019-05-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/116/645/GCA_005116645.1_ASM511664v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/116/645/GCF_005116645.1_ASM511664v1
GCA_002294405.1,Anaerolineales bacterium UBA877,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,UBA877,SAMN06455323,PRJNA348753,Parks 2017 UBA reassembly,Shotgun metagenomics reveals a wide array of antibiotic resistance genes and mobile elements in a polluted lake in India,Freshwater,GCA_002294405.1,Scaffold,1.44491,49.8,,DBFP01,57,0,2017-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/294/405/GCA_002294405.1_ASM229440v1,
GCA_002397955.1,Synergistaceae bacterium UBA4921,Bacteria;Synergistetes;Synergistia,Synergistetes,Synergistetes,UBA4921,SAMN06457722,PRJNA348753,Parks 2017 UBA reassembly,Pit mud of Chinese liqour fermentation reactorMetagenome,Sediment,GCA_002397955.1,Scaffold,1.83181,49.8,,DHBT01,66,0,2017-09-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/397/955/GCA_002397955.1_ASM239795v1,
GCA_001789275.1,Candidatus Raymondbacteria bacterium RIFOXYD12_FULL_49_13,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Raymondbacteria,Candidate Phyla,,SAMN04314640,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001789275.1,Scaffold,5.33788,49.8,,MFYX01,160,4163,2016-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/789/275/GCA_001789275.1_ASM178927v1,
GCA_000179315.1,delta proteobacterium NaphS2,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,NaphS2,SAMN02436561,PRJNA46635,Isolate sequencing,DeDonoto et al. 2010,Isolate,GCA_000179315.1,Contig,6.55472,49.8,,ADZZ01,810,5981,2010-07-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/315/GCA_000179315.1_ASM17931v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/315/GCF_000179315.1_ASM17931v1
GCA_000747085.1,Smithella sp. F21,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,F21,SAMN03002179,PRJNA259219,Isolate sequencing,Tan et al. 2014,Isolate,GCA_000747085.1,Scaffold,1.6336,49.9,,JQIE01,245,1346,2014-09-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/747/085/GCA_000747085.1_ASM74708v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/747/085/GCF_000747085.1_ASM74708v1
GCA_003153775.1,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,fen_1145,SAMN08179797,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003153775.1,Scaffold,3.13162,49.9,,PMBI01,98,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/153/775/GCA_003153775.1_20120700_E3M,
GCA_000768055.1,Alkalispirochaeta odontotermitis,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,JC202,SAMN03000707,PRJNA258600,Isolate sequencing,Tushar et al. 2015,Isolate,GCA_000768055.1,Contig,3.82624,49.9,,JRAS01,275,3160,2014-10-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/768/055/GCA_000768055.1_ASM76805v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/768/055/GCF_000768055.1_ASM76805v1
GCA_001789195.1,Candidatus Raymondbacteria bacterium RifOxyA12_full_50_37,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Raymondbacteria,Candidate Phyla,,SAMN04314389,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001789195.1,Scaffold,4.10977,49.9,,MFYS01,84,3323,2016-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/789/195/GCA_001789195.1_ASM178919v1,
GCA_004377095.1,candidate division TA06 bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,TA06,Candidate Phyla,E29_bin36,SAMN11124378,PRJNA485648,Marine Sediment metagenome  ,NA,Marine,GCA_004377095.1,Contig,1.9268,50,,SOIP01,566,1932,2019-03-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/377/095/GCA_004377095.1_ASM437709v1,
GCA_002407865.1,Spirochaetia bacterium UBA5368,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,UBA5368,SAMN06454102,PRJNA348753,Parks 2017 UBA reassembly,Pit mud of Chinese liqour fermentation reactorMetagenome,Sediment,GCA_002407865.1,Scaffold,3.4065,50,,DHPI01,86,0,2017-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/407/865/GCA_002407865.1_ASM240786v1,
GCA_001789205.1,Candidatus Raymondbacteria bacterium RIFOXYA2_FULL_49_16,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Raymondbacteria,Candidate Phyla,,SAMN04314369,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001789205.1,Scaffold,5.43143,50,,MFYT01,112,4415,2016-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/789/205/GCA_001789205.1_ASM178920v1,
GCA_001797525.1,Candidatus Raymondbacteria bacterium RIFOXYB2_FULL_49_35,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Raymondbacteria,Candidate Phyla,,SAMN04314445,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001797525.1,Scaffold,5.44973,50,,MGPY01,113,4448,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/797/525/GCA_001797525.1_ASM179752v1,
GCA_001303205.1,Nitrospira bacterium SG8_3,Bacteria;Nitrospirae;Nitrospira,Nitrospirae,Nitrospirae,SG8_3,SAMN03994168,PRJNA270657,estuary Sediment metagenomes,Zaremba et al Nature,Sediment,GCA_001303205.1,Scaffold,5.95775,50,,LJNR01,733,5253,2015-09-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/303/205/GCA_001303205.1_ASM130320v1,
GCA_002495065.1,Methanoregula sp. UBA471,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,UBA471,SAMN06027617,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002495065.1,Scaffold,2.42422,50.1,,DADT01,78,0,2017-10-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/065/GCA_002495065.1_ASM249506v1,
GCA_000266945.1,Desulfomonile tiedjei DSM 6799,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 6799,SAMN02232013,PRJNA43133,Isolate sequencing,NA,Isolate,GCA_000266945.1,Complete,6.52703,50.1107,chromosome:NC_018025.1/CP003360.1; plasmid pDESTI.01:NC_018026.1/CP003361.1,,2,5551,2012-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/266/945/GCA_000266945.1_ASM26694v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/266/945/GCF_000266945.1_ASM26694v1
GCA_004525435.1,Anaerolineales bacterium,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,das_tool.metabat2.36,SAMN11127090,PRJNA511814,bothnian sea metagenome,NA,Marine,GCA_004525435.1,Contig,2.17651,50.2,,SPCR01,724,2107,2019-03-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/525/435/GCA_004525435.1_ASM452543v1,
GCA_002424635.1,Desulfobulbaceae bacterium UBA5611,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA5611,SAMN06451152,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002424635.1,Scaffold,2.94853,50.2,,DIKT01,95,0,2017-10-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/424/635/GCA_002424635.1_ASM242463v1,
GCA_004376575.1,candidate division TA06 bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,TA06,Candidate Phyla,E44_bin18,SAMN11124402,PRJNA485648,Marine Sediment metagenome  ,NA,Marine,GCA_004376575.1,Contig,2.99999,50.2,,SOJN01,150,2485,2019-03-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/376/575/GCA_004376575.1_ASM437657v1,
GCA_000686525.1,Desulfonatronovibrio hydrogenovorans DSM 9292,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 9292,SAMN02743346,PRJNA219142,JGI Isolate sequencing,NA,Isolate,GCA_000686525.1,Scaffold,2.9397,50.3,,JMKT01,16,2761,2014-05-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/525/GCA_000686525.1_ASM68652v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/525/GCF_000686525.1_ASM68652v1
GCA_001829495.1,Spirochaetes bacterium RBG_16_49_21,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,,SAMN04313740,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001829495.1,Scaffold,3.79882,50.3,,MIBJ01,83,3413,2016-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/829/495/GCA_001829495.1_ASM182949v1,
GCA_002498705.1,Methanocorpusculum sp. UBA362,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,UBA362,SAMN06027076,PRJNA348753,Parks 2017 UBA reassembly,Pit mud of Chinese liqour fermentation reactorMetagenome,Sediment,GCA_002498705.1,Scaffold,1.60406,50.4,,DAIH01,28,0,2017-10-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/705/GCA_002498705.1_ASM249870v1,
GCA_002084945.1,Desulfobacteraceae bacterium 4572_87,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,4572_87,SAMN06638422,PRJNA362212,Marine Sediment metagenome Guayamas basin,Seitz et al. 2019,Marine,GCA_002084945.1,Scaffold,3.00866,50.4,,NBMJ01,330,2811,2017-04-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/084/945/GCA_002084945.1_ASM208494v1,
GCA_000219125.2,Acetonema longum DSM 6540,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,DSM 6540,SAMN02469409,PRJNA66109,Isolate sequencing,Chen et al. 2011,Isolate,GCA_000219125.2,Scaffold,4.32301,50.4,,AFGF01,296,3839,2011-06-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/125/GCA_000219125.2_ASM21912v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/125/GCF_000219125.1_ASM21912v1
GCA_003136075.1,Methanoregula sp.,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,fen_60,SAMN08179713,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003136075.1,Scaffold,2.15746,50.5,,PNBP01,197,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/136/075/GCA_003136075.1_20120700_E1X,
GCA_002067415.1,Syntrophorhabdus sp. PtaU1.Bin002,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,PtaU1.Bin002,SAMN04534966,PRJNA310790,sludge wastewater metagenome,Nobu et al. 2017,Engineered,GCA_002067415.1,Contig,3.23371,50.5,,MVRQ01,369,3174,2017-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/067/415/GCA_002067415.1_ASM206741v1,
GCA_002067445.1,Syntrophorhabdus sp. PtaU1.Bin050,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,PtaU1.Bin050,SAMN04534967,PRJNA310790,sludge wastewater metagenome,Nobu et al. 2017,Engineered,GCA_002067445.1,Contig,3.6469,50.5,,MVRR01,302,3538,2017-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/067/445/GCA_002067445.1_ASM206744v1,
GCA_000739515.1,Candidatus Moduliflexus flocculans,Bacteria;unclassified Bacteria;Candidatus Moduliflexus,unclassified,Candidate Phyla,,SAMD00016904,PRJDB2871,uncultured KSB3 bacterium population genome,Sekiguchi et al. peerj,Engineered,GCA_000739515.1,Scaffold,7.14716,50.5,,BAYY01,8,5966,2014-08-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/515/GCA_000739515.1_ASM73951v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/515/GCF_000739515.1_ASM73951v1
