GCA_001766905.1	Acidobacteria bacterium RBG_13_68_16
GCA_001753245.1	Acidihalobacter prosperus 
GCA_001753265.1	Legionella pneumophila 
GCA_001753285.1	Legionella pneumophila 
GCA_001753305.1	Legionella pneumophila 
GCA_001753325.1	Legionella pneumophila 
GCA_001753345.1	Legionella pneumophila 
GCA_001753365.1	Legionella pneumophila 
GCA_001753385.1	Legionella pneumophila 
GCA_001753405.1	Legionella pneumophila 
GCA_001753425.1	Streptomyces albus 
GCA_001753445.1	
GCA_001753465.1	
GCA_001753485.1	
GCA_001753505.1	
GCA_001753525.1	
GCA_001753545.1	
GCA_001753565.1	
GCA_001758605.1	Vibrio parahaemolyticus 
GCA_001761325.1	Lutibacter sp. LPB0138 
GCA_001761345.1	Sphingomonas melonis TY 
GCA_001761365.1	Polaribacter vadi 
GCA_001761385.1	Hydrogenophaga crassostreae 
GCA_001761405.1	Edwardsiella hoshinae 
GCA_001761425.1	Nanohaloarchaea archaeon SG9 
GCA_001761445.1	Dehalococcoides mccartyi 
GCA_001761465.1	Flavobacterium gilvum 
GCA_001761545.1	Weissella soli 
GCA_001765415.1	Candidatus Melainabacteria bacterium MEL.A1 
GCA_001766235.1	Acetobacter pasteurianus subsp. ascendens 
GCA_001766255.1	Acetobacter pasteurianus subsp. paradoxus 
GCA_001766275.1	Legionella pneumophila subsp. pneumophila 
GCA_001766295.1	Legionella pneumophila subsp. pneumophila 
GCA_001766315.1	Legionella pneumophila subsp. pneumophila 
GCA_001766335.1	Legionella pneumophila subsp. pneumophila 
GCA_001766355.1	Legionella pneumophila subsp. pneumophila 
GCA_001766375.1	Legionella pneumophila subsp. pneumophila 
GCA_001767215.1	Campylobacter jejuni subsp. jejuni str. RM3420 
GCA_001767235.1	Moorea producens PAL-8-15-08-1 
GCA_001767255.1	Corynebacterium sp. NML98-0116 
GCA_001767275.1	Pediococcus acidilactici 
GCA_001767295.1	Colwellia sp. PAMC 20917 
GCA_001767315.1	Halodesulfurarchaeum formicicum 
GCA_001767355.1	Vibrio mimicus 
GCA_001767375.1	Streptomyces olivaceus 
GCA_001767395.1	Rhodococcus sp. WMMA185 
GCA_001787335.1	Kozakia baliensis 
GCA_001787355.1	Kozakia baliensis 
GCA_001792795.1	Spiroplasma sp. TU-14 
GCA_001792815.1	Microbacterium sp. BH-3-3-3 
GCA_001792835.1	Pseudomonas aeruginosa 
GCA_001792855.1	Pseudomonas aeruginosa 
GCA_001792875.1	Pseudomonas aeruginosa 
GCA_001806265.1	Escherichia coli 
GCA_001806285.1	Escherichia coli 
GCA_001806305.1	Stenotrophomonas sp. LM091 
GCA_001806325.1	Curtobacterium sp. BH-2-1-1 
GCA_001806345.1	Acinetobacter baumannii 
GCA_001806365.1	Acinetobacter baumannii 
GCA_001806385.1	Acinetobacter baumannii 
GCA_001806405.1	Acinetobacter baumannii 
GCA_001806425.1	Acinetobacter baumannii 
GCA_001806445.1	Acinetobacter baumannii 
GCA_001806465.1	Acinetobacter baumannii 
GCA_001806485.1	Acinetobacter baumannii 
GCA_001808165.1	Campylobacter jejuni 
GCA_001808185.1	Jeongeupia sp. USM3 
GCA_001808235.1	Bacillus subtilis 
GCA_001831375.1	Bacillus sp. ABP14 
GCA_001831395.1	Bordetella pertussis 
GCA_001831415.1	Bordetella pertussis 
GCA_001831435.1	Bordetella pertussis 
GCA_001831455.1	Bordetella pertussis 
GCA_001831475.1	Flavobacterium crassostreae 
GCA_001831495.1	Thalassotalea crassostreae 
GCA_001854065.1	Psychrobacter sp. AntiMn-1 
GCA_001854085.1	Clostridium perfringens 
GCA_001854125.1	Marinobacter salinus 
GCA_001854145.1	Xanthomonas citri pv. glycines str. 8ra 
GCA_001854165.1	Xanthomonas campestris pv. vesicatoria str. 85-10 
GCA_001854185.1	Clostridium formicaceticum 
GCA_001854225.1	Candidatus Rhodoluna planktonica 
GCA_001854245.1	Desulfococcus multivorans 
GCA_001854285.1	Cupriavidus sp. USMAHM13 
GCA_001854305.1	Cupriavidus sp. USMAA2-4 
GCA_001854325.1	Cupriavidus sp. USMAA1020 
GCA_001854345.1	Bacillus velezensis 
GCA_001854365.1	Arthrobacter sp. ZXY-2 
GCA_001854385.1	Methylobacterium sp. C1 
GCA_001854405.1	Hyphomonas sp. Mor2 
GCA_001854425.1	Vibrio cholerae 
GCA_001855255.1	Mycobacterium tuberculosis 
GCA_001855275.1	Chromobacterium vaccinii 
GCA_001855295.1	Ketogulonicigenium vulgare 
GCA_001855315.1	Klebsiella pneumoniae 
GCA_001855335.1	Acidipropionibacterium acidipropionici 
GCA_001855705.1	Streptococcus thermophilus 
GCA_001856645.1	Clostridium pasteurianum DSM 525 = ATCC 6013 
GCA_001856665.1	Rhodobacter sp. LPB0142 
GCA_001856685.1	Actinomyces sp. VUL4 3 
GCA_001856695.1	Clostridium pasteurianum 
GCA_001856725.1	Haemophilus influenzae 
GCA_001857925.1	Bacillus xiamenensis 
GCA_001857945.1	Paenibacillus crassostreae 
GCA_001857965.1	Flavobacterium communis 
GCA_001857985.1	Bacillus velezensis 
GCA_001858005.1	Butyrivibrio hungatei 
GCA_001860505.1	Escherichia coli 
GCA_001865295.1	Escherichia coli 
GCA_001865395.1	Campylobacter jejuni 
GCA_001865415.1	Campylobacter jejuni 
GCA_001865435.1	Campylobacter jejuni 
GCA_001865455.1	Campylobacter coli 
GCA_001865475.1	Campylobacter coli 
GCA_001865495.1	Campylobacter coli 
GCA_001865515.1	Campylobacter coli 
GCA_001865535.1	Campylobacter coli 
GCA_001865555.1	Campylobacter coli 
GCA_001865575.1	Paraburkholderia sprentiae WSM5005 
GCA_001865595.1	Campylobacter jejuni subsp. jejuni M129 
GCA_001865615.1	Campylobacter jejuni subsp. jejuni D42a 
GCA_001865635.2	Mycobacterium avium subsp. hominissuis 
GCA_001865655.1	Maribacter sp. 1 2014MBL MicDiv 
GCA_001865675.1	Janthinobacterium sp. 1 2014MBL MicDiv 
GCA_001865695.1	Francisella tularensis subsp. novicida PA10-7858 
GCA_001865765.1	Corynebacterium pseudotuberculosis 
GCA_001865835.1	Myroides sp. ZB35 
GCA_001865855.1	Nocardia seriolae 
GCA_001866535.1	Raoultella ornithinolytica 
GCA_001866985.1	Corynebacterium pseudotuberculosis 
GCA_001867005.1	Corynebacterium pseudotuberculosis 
GCA_001867025.1	Corynebacterium pseudotuberculosis 
GCA_001867045.1	Corynebacterium pseudotuberculosis 
GCA_001867065.1	Corynebacterium pseudotuberculosis 
GCA_001867085.1	Corynebacterium pseudotuberculosis 
GCA_001867105.1	Corynebacterium pseudotuberculosis 
GCA_001867125.1	Corynebacterium pseudotuberculosis 
GCA_001867145.1	Corynebacterium pseudotuberculosis 
GCA_001867165.1	Corynebacterium pseudotuberculosis 
GCA_001870065.1	Bacillus coagulans 
GCA_001870085.1	Campylobacter jejuni 
GCA_001870105.1	Campylobacter jejuni 
GCA_001870125.1	Candidatus Nitrosocosmicus exaquare 
GCA_001870145.1	Mycobacterium tuberculosis 
GCA_001870165.1	Klebsiella pneumoniae 
GCA_001870185.1	Klebsiella oxytoca 
GCA_001870205.1	Vagococcus teuberi 
GCA_001870265.1	Pseudomonas aeruginosa 
GCA_001870665.2	Rhodobaca barguzinensis 
GCA_001874125.1	Lactobacillus plantarum 
GCA_001874385.1	Bacillus amyloliquefaciens 
GCA_001874405.3	Paenibacillus polymyxa 
GCA_001874425.3	Paenibacillus polymyxa 
GCA_001874445.1	Pasteurella multocida 
GCA_001874465.1	Pseudomonas aeruginosa 
GCA_001874485.1	
GCA_001874505.1	Enterobacter hormaechei 
GCA_001874545.1	Polynucleobacter asymbioticus 
GCA_001874565.1	Polynucleobacter asymbioticus 
GCA_001874585.1	Polynucleobacter asymbioticus 
GCA_001874605.1	Moorella thermoacetica 
GCA_001874625.1	Providencia rettgeri 
GCA_001874645.1	Pseudomonas frederiksbergensis 
GCA_001877035.1	Clostridium estertheticum subsp. estertheticum 
GCA_001877055.1	Nocardiopsis dassonvillei 
GCA_001878675.1	Virgibacillus halodenitrificans 
GCA_001878735.1	Enterococcus faecalis 
GCA_001879525.1	Pseudomonas aeruginosa 
GCA_001879545.1	Staphylococcus aureus 
GCA_001879585.1	Vibrio parahaemolyticus 
GCA_001879605.1	Clostridium botulinum 
GCA_001879625.1	Clostridium botulinum 
GCA_001879645.1	Francisella sp. MA067296 
GCA_001880185.2	Lactobacillus plantarum 
GCA_001880205.1	Francisella tularensis subsp. novicida 
GCA_001880225.1	Francisella sp. CA97-1460 
GCA_001880245.1	Francisella tularensis subsp. novicida 
GCA_001880265.1	Staphylococcus aureus 
GCA_001880285.1	Flavobacteriaceae bacterium UJ101 
GCA_001880305.1	Bacillus cereus 
GCA_001880325.1	Thermus brockianus 
GCA_001885145.1	Streptococcus iniae 
GCA_001885175.1	Chlamydia trachomatis 
GCA_001885195.1	Burkholderia pseudomallei 
GCA_001885215.1	Synechococcus sp. SynAce01 
GCA_001885235.1	Francisella hispaniensis FSC454 
GCA_001885255.2	Klebsiella pneumoniae 
GCA_001885275.1	Francisella noatunensis subsp. orientalis 
GCA_001886355.1	Rhodococcus sp. 2G 
GCA_001886375.1	Alteromonas sp. Mex14 
GCA_001886395.1	Alteromonas mediterranea 
GCA_001886415.1	Alteromonas mediterranea 
GCA_001886435.1	Alteromonas mediterranea 
GCA_001886455.1	Alteromonas mediterranea 
GCA_001886475.1	Alteromonas sp. RW2A1 
GCA_001886495.1	Spiroplasma sp. NBRC 100390 
GCA_001886515.1	Mycobacterium sp. WY10 
GCA_001886535.1	Escherichia coli 
GCA_001886555.1	Escherichia coli 
GCA_001886575.1	Escherichia coli 
GCA_001886595.1	Streptomyces venezuelae 
GCA_001886615.1	Halomonas aestuarii 
GCA_001886635.1	Enterococcus faecium 
GCA_001886655.1	Delftia sp. HK171 
GCA_001886675.1	Enterococcus faecalis 
GCA_001886695.1	Erythrobacter gangjinensis 
GCA_001886715.1	Nocardia soli 
GCA_001886735.1	Sulfitobacter sp. AM1-D1 
GCA_001886755.1	Escherichia coli 
GCA_001886775.1	Clostridium botulinum 
GCA_001886795.1	Legionella pneumophila subsp. fraseri 
GCA_001886815.1	Caldithrix abyssi DSM 13497 
GCA_001886835.1	Legionella pneumophila subsp. fraseri 
GCA_001886855.1	Spiroplasma citri 
GCA_001886875.1	Clostridium butyricum 
GCA_001886895.1	Escherichia coli 
GCA_001886915.1	Leuconostoc mesenteroides subsp. jonggajibkimchii 
GCA_001886935.1	Escherichia coli 
GCA_001886955.1	Halodesulfurarchaeum formicicum 
GCA_001886995.1	Salmonella enterica subsp. enterica serovar Typhimurium 
GCA_001887015.1	Salmonella enterica subsp. enterica serovar Typhimurium 
GCA_001887055.1	Vibrio parahaemolyticus 
GCA_001887075.1	Staphylococcus aureus subsp. aureus 
GCA_001887245.1	Neomicrococcus aestuarii 
GCA_001887265.1	Chelatococcus daeguensis 
GCA_001887285.1	Microbacterium paludicola 
GCA_001887305.1	Acinetobacter baumannii 
GCA_001887395.1	Vibrio cholerae 
GCA_001887415.1	Vibrio cholerae 
GCA_001887435.1	Vibrio cholerae 
GCA_001887455.1	Vibrio cholerae 
GCA_001887475.1	Vibrio cholerae 
GCA_001887495.1	Vibrio cholerae 
GCA_001887515.1	Vibrio cholerae 
GCA_001887555.1	Burkholderia pseudomallei 
GCA_001887575.1	Burkholderia pseudomallei 
GCA_001887595.1	Luteibacter rhizovicinus DSM 16549 
GCA_001887615.1	Vibrio cholerae 
GCA_001887635.1	Vibrio cholerae 
GCA_001887655.1	Vibrio cholerae 
GCA_001887675.1	Kosakonia radicincitans 
GCA_001887695.1	Bradyrhizobium japonicum 
GCA_001887775.1	Pelobacter sp. SFB93 
GCA_001887985.3	Klebsiella pneumoniae 
GCA_001887995.2	Klebsiella pneumoniae 
GCA_001888075.1	Escherichia coli 
GCA_001888165.1	Pelobacter acetylenicus 
GCA_001888185.1	Phaeobacter porticola 
GCA_001888205.1	Providencia stuartii 
GCA_001888805.2	Enterobacter sp. SA187 
GCA_001888905.1	Lactobacillus delbrueckii subsp. lactis 
GCA_001888925.1	Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046 
GCA_001888945.1	Lactobacillus delbrueckii subsp. delbrueckii 
GCA_001888965.1	Lactobacillus delbrueckii subsp. sunkii 
GCA_001888985.1	Lactobacillus delbrueckii subsp. lactis 
GCA_001889005.1	Gramella sp. LPB0144 
GCA_001889025.1	Sphingopyxis sp. LPB0140 
GCA_001889045.1	Tenacibaculum sp. LPB0136 
GCA_001889105.1	Sinorhizobium americanum 
GCA_001889125.1	Janibacter indicus 
GCA_001889145.1	Corynebacterium pseudotuberculosis 
GCA_001889165.1	Bacillus weihaiensis 
GCA_001889265.1	Microbacterium sp. 1.5R 
GCA_001889285.1	Bacillus amyloliquefaciens 
GCA_001889305.1	Dehalococcoides mccartyi 
GCA_001889325.1	Clostridium botulinum 
GCA_001889345.1	Clostridium botulinum 
GCA_001889365.1	Clostridium botulinum 
GCA_001889385.1	Bacillus subtilis 
GCA_001889405.1	Methanohalophilus halophilus 
GCA_001889445.1	Granulibacter bethesdensis 
GCA_001889465.1	Granulibacter bethesdensis 
GCA_001889485.1	Granulibacter bethesdensis 
GCA_001889505.1	Granulibacter bethesdensis 
GCA_001889525.1	Granulibacter bethesdensis 
GCA_001889545.1	Granulibacter bethesdensis 
GCA_001889605.1	Mesorhizobium oceanicum 
GCA_001889625.1	Bacillus subtilis 
GCA_001890165.1	Salmonella enterica subsp. enterica serovar Newport 
GCA_001890185.1	Salmonella enterica subsp. enterica serovar Newport 
GCA_001890205.1	Escherichia coli 
GCA_001890225.1	Escherichia coli 
GCA_001890245.1	Escherichia coli 
GCA_001890265.1	Escherichia coli 
GCA_001890285.1	Escherichia coli 
GCA_001890305.1	Escherichia coli 
GCA_001890325.1	Escherichia coli 
GCA_001890345.1	Escherichia coli 
GCA_001890365.1	Escherichia coli 
GCA_001890385.1	Sphingomonas sp. JJ-A5 
GCA_001890405.1	Bacillus subtilis 
GCA_001890425.1	Rhizobium leguminosarum 
GCA_001890445.1	Salmonella enterica subsp. enterica serovar Newport 
GCA_001891125.1	Leuconostoc mesenteroides subsp. suionicum 
GCA_001895265.1	Francisella sp. TX077310 
GCA_001895285.1	Marinilactibacillus sp. 15R 
GCA_001895305.1	Virgibacillus sp. 6R 
GCA_001895765.1	Mycobacterium tuberculosis 
GCA_001895785.1	Mycobacterium tuberculosis 
GCA_001895805.1	Mycobacterium tuberculosis 
GCA_001895825.1	Mycobacterium tuberculosis 
GCA_001895845.1	Mycobacterium tuberculosis 
GCA_001895865.1	Mycobacterium tuberculosis 
GCA_001895885.1	Bacillus safensis 
GCA_001895905.1	Enterococcus faecium 
GCA_001895965.1	Aeromonas aquatica 
GCA_001895985.1	Acinetobacter baumannii 
GCA_001896005.1	Acinetobacter baumannii 
GCA_001896025.1	Bacillus sp. H15-1 
GCA_001896045.1	Streptococcus pneumoniae 
GCA_001896065.1	Streptococcus pneumoniae 
GCA_001896085.1	Streptococcus pneumoniae 
GCA_001900185.1	Staphylococcus aureus subsp. aureus 
GCA_001900195.1	Pseudomonas aeruginosa 
GCA_001900225.1	Pseudomonas aeruginosa 
GCA_001900245.1	Mycoplasma pullorum 
GCA_001900265.1	Pseudomonas aeruginosa 
GCA_001900295.1	Escherichia coli 
GCA_001900315.1	Escherichia coli 
GCA_001900335.1	Escherichia coli 
GCA_001900355.1	Escherichia coli 
GCA_001900375.1	Escherichia coli 
GCA_001900395.1	Escherichia coli 
GCA_001900415.1	Escherichia coli 
GCA_001900435.1	Escherichia coli 
GCA_001900455.1	Escherichia coli 
GCA_001900475.1	Escherichia coli 
GCA_001900495.1	Escherichia coli 
GCA_001900515.1	Escherichia coli 
GCA_001900535.1	Escherichia coli 
GCA_001900555.1	Escherichia coli 
GCA_001900575.1	Escherichia coli 
GCA_001900595.1	Escherichia coli 
GCA_001900615.1	Escherichia coli 
GCA_001900635.1	Escherichia coli 
GCA_001900655.1	Escherichia coli 
GCA_001900675.1	Escherichia coli 
GCA_001900695.1	Escherichia coli 
GCA_001900715.1	Escherichia coli 
GCA_001900735.1	Escherichia coli 
GCA_001900775.1	Escherichia coli 
GCA_001900795.1	Escherichia coli 
GCA_001900815.1	Escherichia coli 
GCA_001900835.1	Escherichia coli 
GCA_001900885.1	Escherichia coli 
GCA_001900905.1	Escherichia coli 
GCA_001900925.1	Escherichia coli 
GCA_001900945.1	Escherichia coli 
GCA_001900965.1	Escherichia coli 
GCA_001900985.1	Escherichia coli 
GCA_001901005.1	Escherichia coli 
GCA_001901025.1	Escherichia coli 
GCA_001901045.1	Escherichia coli 
GCA_001901065.1	Escherichia coli 
GCA_001901085.1	Escherichia coli 
GCA_001901105.1	Escherichia coli 
GCA_001901125.1	Escherichia coli 
GCA_001901145.1	Escherichia coli 
GCA_001901165.1	Escherichia coli 
GCA_001901185.1	Escherichia coli 
GCA_001901215.1	Escherichia coli 
GCA_001901315.1	Escherichia coli 
GCA_001901365.1	Escherichia coli 
GCA_001901405.1	Escherichia coli 
GCA_001901425.1	Escherichia coli 
GCA_001901445.1	Escherichia coli 
GCA_001901465.1	Escherichia coli 
GCA_001901705.1	Mycoplasma pneumoniae 
GCA_001902195.1	Klebsiella pneumoniae 
GCA_001902215.1	Klebsiella pneumoniae 
GCA_001902235.1	Klebsiella pneumoniae 
GCA_001902255.1	Klebsiella pneumoniae 
GCA_001902275.1	Corynebacterium diphtheriae 
GCA_001902295.1	Clostridium kluyveri 
GCA_001902315.1	Staphylococcus succinus 
GCA_001902335.1	Klebsiella pneumoniae 
GCA_001902355.1	Klebsiella pneumoniae 
GCA_001902375.1	Acinetobacter baumannii 
GCA_001902395.1	Klebsiella pneumoniae 
GCA_001902415.1	Klebsiella pneumoniae 
GCA_001902435.1	Klebsiella pneumoniae 
GCA_001902455.1	Streptococcus pneumoniae 
GCA_001902475.1	Klebsiella pneumoniae 
GCA_001902495.1	Parageobacillus thermoglucosidasius 
GCA_001902515.1	Klebsiella pneumoniae 
GCA_001902535.1	Klebsiella pneumoniae 
GCA_001902555.1	Bacillus subtilis 
GCA_001908255.1	Streptococcus agalactiae 
GCA_001908275.1	Paenibacillus xylanexedens 
GCA_001908295.1	Acinetobacter baumannii 
GCA_001908315.1	Bradyrhizobium diazoefficiens 
GCA_001908335.1	Listeria monocytogenes 
GCA_001908375.1	Rhizobium etli 8C-3 
GCA_001908415.1	Lactobacillus delbrueckii subsp. indicus 
GCA_001908435.2	Vibrio harveyi 
GCA_001908455.1	Lactobacillus plantarum subsp. plantarum 
GCA_001908475.1	Bacillus cellulasensis 
GCA_001908515.1	Klebsiella pneumoniae 
GCA_001908595.1	Klebsiella pneumoniae 
GCA_001908615.1	Rhizobium gallicum 
GCA_001908625.1	Klebsiella pneumoniae 
GCA_001908655.1	Klebsiella pneumoniae 
GCA_001908675.1	Klebsiella pneumoniae 
GCA_001908695.1	Klebsiella pneumoniae 
GCA_001908715.1	Klebsiella pneumoniae 
GCA_001908725.1	Xanthomonas vesicatoria ATCC 35937 
GCA_001908755.1	Xanthomonas gardneri 
GCA_001908775.1	Xanthomonas gardneri 
GCA_001908795.1	Xanthomonas euvesicatoria 
GCA_001908815.1	Xanthomonas vesicatoria 
GCA_001908835.1	Marivivens sp. JLT3646 
GCA_001908855.1	Xanthomonas perforans 
GCA_001908875.1	Klebsiella pneumoniae 
GCA_001908895.1	Klebsiella pneumoniae 
GCA_001913135.1	Pseudomonas psychrotolerans 
GCA_001913155.1	Maribacter sp. T28 
GCA_001913175.1	Klebsiella pneumoniae 
GCA_001913195.1	Listeria monocytogenes 
GCA_001913215.1	Pseudomonas syringae pv. actinidiae 
GCA_001913235.1	Pseudomonas syringae pv. actinidiae 
GCA_001921905.1	Clostridium botulinum 
GCA_001921925.1	Clostridium botulinum 
GCA_001921945.1	Clostridium botulinum 
GCA_001921965.1	Clostridium botulinum 
GCA_001921985.1	Clostridium botulinum 
GCA_001922005.1	Bacillus amyloliquefaciens 
GCA_001922025.1	Lactobacillus parabuchneri 
GCA_001922045.1	Xanthomonas citri subsp. citri 
GCA_001922065.1	Xanthomonas citri subsp. citri 
GCA_001922085.1	Xanthomonas citri subsp. citri 
GCA_001922105.1	Xanthomonas citri subsp. citri 
GCA_001922145.1	Paenibacillus polymyxa 
GCA_001922165.1	Salmonella enterica subsp. enterica serovar Newport 
GCA_001922185.1	Salmonella enterica subsp. enterica serovar Typhimurium 
GCA_001922205.1	Acinetobacter baumannii 
GCA_001922225.1	Acinetobacter baumannii 
GCA_001922245.1	Acinetobacter baumannii 
GCA_001922265.1	Corynebacterium pseudotuberculosis 
GCA_001922285.1	Corynebacterium pseudotuberculosis 
GCA_001922305.1	Thauera chlorobenzoica 
GCA_001922325.1	Pediococcus acidilactici 
GCA_001922345.1	Paraburkholderia sp. SOS3 
GCA_001922365.1	Enterobacter cloacae 
GCA_001922385.1	Sphingomonas koreensis 
GCA_001922405.1	Staphylococcus condimenti 
GCA_001922465.1	Klebsiella pneumoniae 
GCA_001922485.1	Mycobacterium tuberculosis 
GCA_001922545.1	Borreliella garinii 
GCA_001931535.1	Minicystis rosea 
GCA_001931555.1	Salmonella enterica subsp. enterica serovar Infantis 
GCA_001931575.1	Salmonella enterica subsp. enterica serovar Infantis 
GCA_001931595.1	Salmonella enterica subsp. enterica serovar Infantis 
GCA_001931615.1	Salmonella enterica subsp. enterica serovar Infantis 
GCA_001931635.1	Streptomyces sp. Tue 6075 
GCA_001931675.1	Pandoraea thiooxydans 
GCA_001931755.2	Wolbachia endosymbiont of Folsomia candida 
GCA_001931885.1	Citrobacter koseri 
GCA_001932515.1	Escherichia coli 
GCA_001932535.1	Thalassolituus oleivorans 
GCA_001932555.1	Acinetobacter haemolyticus 
GCA_001932595.1	Piscirickettsia salmonis 
GCA_001932615.1	Weissella jogaejeotgali 
GCA_001932635.1	Pectobacterium carotovorum subsp. brasiliense 
GCA_001932675.1	Salegentibacter sp. T436 
GCA_001932695.1	Weissella cibaria 
GCA_001932715.1	Streptococcus agalactiae 
GCA_001932735.1	Piscirickettsia salmonis 
GCA_001932755.1	Piscirickettsia salmonis 
GCA_001932775.1	Piscirickettsia salmonis 
GCA_001932795.1	Piscirickettsia salmonis 
GCA_001932815.1	Piscirickettsia salmonis 
GCA_001932835.1	Piscirickettsia salmonis 
GCA_001932855.1	Piscirickettsia salmonis 
GCA_001932875.1	Piscirickettsia salmonis 
GCA_001932895.1	Piscirickettsia salmonis 
GCA_001932915.1	Piscirickettsia salmonis 
GCA_001932935.1	Piscirickettsia salmonis 
GCA_001932955.1	Piscirickettsia salmonis 
GCA_001936035.1	Klebsiella pneumoniae 
GCA_001936175.1	Methylobacterium phyllosphaerae 
GCA_001936195.1	Corynebacterium glutamicum 
GCA_001936215.1	Mycobacterium avium subsp. hominissuis 
GCA_001936235.1	Lactobacillus jensenii 
GCA_001936255.1	Borrelia anserina Es 
GCA_001936295.1	Borrelia mayonii 
GCA_001936315.1	Escherichia coli 
GCA_001936335.1	Lactobacillus amylophilus DSM 20533 = JCM 1125 
GCA_001936355.1	Campylobacter coli 
GCA_001936375.1	Bacillus anthracis 
GCA_001936395.1	Flavobacterium columnare 
GCA_001936415.1	Streptococcus suis 
GCA_001938665.1	Bacillus safensis 
GCA_001938685.1	Bacillus safensis 
GCA_001938705.1	Bacillus safensis 
GCA_001938725.1	Mycobacterium tuberculosis H37Ra 
GCA_001939885.2	Klebsiella pneumoniae 
GCA_001940525.2	Thioclava nitratireducens 
GCA_001941345.1	Corynebacterium stationis 
GCA_001941365.1	Thermosipho sp. 1063 
GCA_001941385.1	Thermosipho melanesiensis 
GCA_001941405.1	Salmonella enterica subsp. enterica serovar Cerro 
GCA_001941425.1	Corynebacterium ammoniagenes DSM 20306 
GCA_001941445.1	Corynebacterium aquilae DSM 44791 
GCA_001941465.1	Corynebacterium flavescens 
GCA_001941485.1	Corynebacterium frankenforstense DSM 45800 
GCA_001941505.1	Corynebacterium sphenisci DSM 44792 
GCA_001941525.1	Marinitoga sp. 1137 
GCA_001941565.1	Corynebacterium phocae 
GCA_001941585.1	Legionella pneumophila 
GCA_001941605.1	Cellulophaga lytica 
GCA_001941625.1	Actinoalloteichus sp. ADI127-7 
GCA_001941645.1	Actinoalloteichus sp. GBA129-24 
GCA_001941765.1	Acinetobacter baumannii 
GCA_001941785.1	Lactobacillus fermentum 
GCA_001941805.1	Acinetobacter junii 
GCA_001941825.1	Massilia putida 
GCA_001941845.1	Streptomyces sp. TN58 
GCA_001941865.1	Pseudomonas alcaliphila JAB1 
GCA_001941885.1	Bacillus cereus 
GCA_001941905.1	Bacillus cereus 
GCA_001941925.1	Bacillus cereus 
GCA_001941945.1	Roseomonas gilardii 
GCA_001942005.2	Corynebacterium pseudotuberculosis 
GCA_001942025.1	Rhodococcus sp. YL-1 
GCA_001945665.1	Borrelia mayonii 
GCA_001950995.1	Rickettsia rickettsii 
GCA_001951015.1	Rickettsia rickettsii 
GCA_001951075.2	Weissella cibaria 
GCA_001951095.1	Weissella cibaria 
GCA_001951155.1	Gramella flava JLT2011 
GCA_001951175.1	Lactobacillus crustorum 
GCA_001951235.1	Campylobacter jejuni 
GCA_001951255.1	Campylobacter jejuni 
GCA_001951275.1	Campylobacter jejuni 
GCA_001951295.1	Campylobacter jejuni 
GCA_001951315.1	Campylobacter jejuni 
GCA_001951335.1	Campylobacter jejuni 
GCA_001952735.1	Listeria monocytogenes 
GCA_001952755.1	Listeria monocytogenes 
GCA_001952775.1	Listeria monocytogenes 
GCA_001952795.1	Listeria monocytogenes 
GCA_001952815.1	Sphingobacterium sp. B29 
GCA_001952835.1	Klebsiella pneumoniae 
GCA_001952875.1	Klebsiella pneumoniae 
GCA_001952895.1	Klebsiella pneumoniae 
GCA_001952915.1	Klebsiella pneumoniae 
GCA_001952935.1	Pseudomonas frederiksbergensis 
GCA_001952955.1	Vibrio fluvialis 
GCA_001952995.1	Salmonella enterica subsp. enterica serovar Saintpaul 
GCA_001953015.1	Salmonella enterica subsp. enterica serovar Thompson 
GCA_001953035.1	Salmonella enterica subsp. enterica serovar Dublin str. ATCC 39184 
GCA_001953055.1	Nitratireductor basaltis 
GCA_001953075.1	Halioglobus pacificus 
GCA_001953135.1	Lactobacillus delbrueckii subsp. bulgaricus 
GCA_001953155.1	Gardnerella vaginalis 
GCA_001953175.1	Dehalogenimonas formicexedens 
GCA_001953195.1	Acinetobacter soli 
GCA_001953215.1	Betaproteobacteria bacterium GR16-43 
GCA_001953235.1	Enterococcus faecium 
GCA_001953255.1	Enterococcus faecium 
GCA_001953675.1	Salmonella enterica subsp. enterica serovar Saintpaul 
GCA_001953695.1	Salmonella enterica subsp. enterica serovar Saintpaul 
GCA_001953935.1	Prevotella intermedia 
GCA_001953955.1	Prevotella intermedia ATCC 25611 = DSM 20706 
GCA_001955695.1	Rhodoferax sp. DCY110 
GCA_001955715.1	Rhodoferax saidenbachensis 
GCA_001955735.1	Rhodoferax antarcticus 
GCA_001956655.2	Staphylococcus epidermidis 
GCA_001956675.1	Pasteurella multocida 
GCA_001956695.1	Arcobacter sp. LPB0137 
GCA_001956715.1	Neisseria gonorrhoeae NG-k51.05 
GCA_001956735.1	Salmonella enterica subsp. enterica serovar Antsalova str. S01-0511 
GCA_001956755.1	Staphylococcus aureus 
GCA_001956795.1	Pasteurella multocida subsp. multocida str. HN07 
GCA_001956815.1	Staphylococcus aureus subsp. aureus 
GCA_001956965.1	Klebsiella pneumoniae 
GCA_001956985.1	Paludisphaera borealis 
GCA_001969085.2	Corynebacterium pseudotuberculosis 
GCA_001969095.2	Corynebacterium pseudotuberculosis 
GCA_001969145.2	Corynebacterium pseudotuberculosis 
