genome_name,original_name,genome_size,completeness,redundancy,GC.,taxonomy,ncbi_taxonomy,Phylum,Group,gtdb_taxonomy,Strain,BioSample,BioProject,Level,Scaffolds,Release.Date,Study,Environment,Code
bacteria14247,GCA_002380735.1,3.84,85.11722732,3.037716616,60,Anaerolineales bacterium UBA4142,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__;f__;g__;s__,UBA4142,SAMN06451471,PRJNA348753,Scaffold,394,2017-09-27T00:00:00Z,Parks2017,Bangladesh_ground_surface,Subsurface
bacteria14256,GCA_002380925.1,2.84,68.19047619,2.142857143,45.7,Bacteroidales bacterium UBA4133,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,UBA4133,SAMN06453742,PRJNA348753,Scaffold,210,2017-09-27T00:00:00Z,Parks2017,NYC_subway,Built_Environment
bacteria14269,GCA_002381185.1,4.32,97.66899767,3.146853147,35.4,Firmicutes bacterium UBA3553,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__,UBA3553,SAMN06452311,PRJNA348753,Scaffold,70,2017-09-27T00:00:00Z,Parks2017,NYC_subway,Built_Environment
bacteria14303,GCA_002381895.1,3.49,94.37275986,6.451612903,56.5,Geobacter sp. UBA4078,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__;s__,UBA4078,SAMN06452287,PRJNA348753,Scaffold,138,2017-09-27T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria14306,GCA_002381965.1,2.72,91.4516129,2.818740399,62.8,Syntrophaceae bacterium UBA4065,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__,UBA4065,SAMN06457098,PRJNA348753,Scaffold,117,2017-09-27T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria14310,GCA_002382045.1,2.95,92.58064516,2.580645161,49.1,Syntrophaceae bacterium UBA4059,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__,UBA4059,SAMN06454798,PRJNA348753,Scaffold,229,2017-09-27T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria14315,GCA_002382135.1,2.75,95.16129032,1.290322581,43.3,Smithella sp. UBA4047,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__,UBA4047,SAMN06457342,PRJNA348753,Scaffold,118,2017-09-27T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria14343,GCA_002382705.1,2.34,98.27956989,0,50.8,Geobacter sp. UBA4057,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__Pelobacter_C;s__,UBA4057,SAMN06454800,PRJNA348753,Scaffold,61,2017-09-27T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria14344,GCA_002382725.1,3.28,71.92982456,1.754385965,60,Desulfobulbaceae bacterium UBA4056,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__,UBA4056,SAMN06454799,PRJNA348753,Scaffold,91,2017-09-27T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria14346,GCA_002382755.1,1.82,85.03164557,0,46.3,Firmicutes bacterium UBA4049,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__,UBA4049,SAMN06457344,PRJNA348753,Scaffold,101,2017-09-27T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria14347,GCA_002382785.1,2.49,90.13605442,1.318027211,44,Desulfosporosinus sp. UBA4048,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__,UBA4048,SAMN06457345,PRJNA348753,Scaffold,56,2017-09-27T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria14368,GCA_002383325.1,3.49,85.34781576,3.846153846,65.3,Candidatus Aminicenantes bacterium UBA4085,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Aminicenantes,Aminicenantes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__,UBA4085,SAMN06451301,PRJNA348753,Scaffold,155,2017-09-27T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria14523,GCA_002386685.1,4.17,98.36829837,3.846153846,35.5,Firmicutes bacterium UBA4599,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__,UBA4599,SAMN06452779,PRJNA348753,Scaffold,46,2017-09-28T00:00:00Z,Parks2017,NYC_subway,Built_Environment
bacteria14584,GCA_002387895.1,4.16,97.79310345,5.845648604,31.1,Clostridium sp. UBA4548,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__,UBA4548,SAMN06455279,PRJNA348753,Scaffold,51,2017-09-28T00:00:00Z,Parks2017,NYC_subway,Built_Environment
bacteria15035,GCA_002396925.1,3.18,97.4829932,3.911564626,47.2,Syntrophomonas sp. UBA4990,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__,UBA4990,SAMN06455641,PRJNA348753,Scaffold,118,2017-09-28T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15050,GCA_002397225.1,2.93,93.73542274,2.083333333,46.9,Syntrophomonas sp. UBA4968,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__,UBA4968,SAMN06450670,PRJNA348753,Scaffold,132,2017-09-28T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15087,GCA_002397955.1,1.83,96.61016949,1.694915254,49.8,Synergistaceae bacterium UBA4921,Bacteria;Synergistetes;Synergistia,Synergistaceae,Synergistaceae,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__,UBA4921,SAMN06457722,PRJNA348753,Scaffold,66,2017-09-28T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15094,GCA_002398105.1,3.01,95.5952381,1.743197279,47.1,Syntrophomonas sp. UBA4911,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__,UBA4911,SAMN06450505,PRJNA348753,Scaffold,117,2017-09-28T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15105,GCA_002398325.1,3.38,83.80102041,2.695578231,43.9,Syntrophomonas sp. UBA4894,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__,UBA4894,SAMN06455968,PRJNA348753,Scaffold,207,2017-09-28T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15146,GCA_002399145.1,2.99,91.38605442,2.848639456,46.9,Syntrophomonas sp. UBA4889,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__,UBA4889,SAMN06451272,PRJNA348753,Scaffold,139,2017-09-28T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15155,GCA_002399315.1,2.88,77.37216865,2.865646259,44.1,Syntrophomonas sp. UBA4878,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__,UBA4878,SAMN06456583,PRJNA348753,Scaffold,153,2017-09-28T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15189,GCA_002400005.1,3.19,97.80855199,3.954081633,47.7,Syntrophomonas sp. UBA4844,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__,UBA4844,SAMN06452757,PRJNA348753,Scaffold,121,2017-09-28T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15208,GCA_002400365.1,4.4,89.90825688,2.956167176,59.9,Anaerolineales bacterium UBA4826,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__;f__;g__;s__,UBA4826,SAMN06453058,PRJNA348753,Scaffold,244,2017-09-28T00:00:00Z,Parks2017,Bangladesh_ground_surface,Subsurface
bacteria15219,GCA_002402385.1,3.92,83.87096774,1.290322581,45.4,Syntrophaceae bacterium UBA4816,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__UBA1163;s__,UBA4816,SAMN06454095,PRJNA348753,Scaffold,212,2017-09-28T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria15227,GCA_002402545.1,2.31,81.84229391,0,44.6,Syntrophaceae bacterium UBA4810,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,UBA4810,SAMN06454093,PRJNA348753,Scaffold,109,2017-09-28T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria15247,GCA_002402945.1,1.93,91.47884343,2.305605787,49.1,Pelotomaculum sp. UBA4789,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__;s__,UBA4789,SAMN06455484,PRJNA348753,Scaffold,122,2017-09-28T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria15258,GCA_002403175.1,3.44,84.6953405,5.64516129,46.4,Syntrophaceae bacterium UBA4778,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__,UBA4778,SAMN06450732,PRJNA348753,Scaffold,342,2017-09-28T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria15291,GCA_002403815.1,3.84,90.5563654,1.092687075,42.4,Desulfosporosinus sp. UBA4745,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__,UBA4745,SAMN06456039,PRJNA348753,Scaffold,279,2017-09-28T00:00:00Z,Parks2017,Canadian_arctic,Sediment
bacteria15310,GCA_002404215.1,2.9,83.81886821,2.457482993,41.3,Desulfosporosinus sp. UBA4726,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__,UBA4726,SAMN06456292,PRJNA348753,Scaffold,241,2017-09-28T00:00:00Z,Parks2017,Canadian_arctic,Sediment
bacteria15437,GCA_002407865.1,3.41,86.70612269,2.247191011,50,Spirochaetia bacterium UBA5368,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__;g__;s__,UBA5368,SAMN06454102,PRJNA348753,Scaffold,86,2017-10-03T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15457,GCA_002408285.1,2.72,96.1643586,6.231778426,46.7,Peptococcaceae bacterium UBA5318,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__DRI-13;g__;s__,UBA5318,SAMN06453313,PRJNA348753,Scaffold,69,2017-10-03T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15458,GCA_002408305.1,3.09,96.32653061,3.698979592,47.4,Syntrophomonas sp. UBA5316,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__,UBA5316,SAMN06453315,PRJNA348753,Scaffold,82,2017-10-03T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15465,GCA_002408445.1,2.92,87.23639456,1.403061224,44.2,Syntrophomonas sp. UBA5288,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__,UBA5288,SAMN06451252,PRJNA348753,Scaffold,199,2017-10-03T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15477,GCA_002408685.1,1.78,88.81355932,0,48.6,Synergistaceae bacterium UBA5258,Bacteria;Synergistetes;Synergistia,Synergistaceae,Synergistaceae,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__,UBA5258,SAMN06451021,PRJNA348753,Scaffold,111,2017-10-03T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15487,GCA_002408885.1,3.61,81.58049354,2.364864865,55.6,Lentisphaaerae,Bacteria;PVC group;Lentisphaerae,PVC,PVC,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1784;f__UBA1784;g__;s__,UBA5247,SAMN06452745,PRJNA348753,Scaffold,96,2017-10-03T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15490,GCA_002408935.1,3.19,97.15500486,4.931972789,47.1,Syntrophomonas sp. UBA5246,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__,UBA5246,SAMN06457574,PRJNA348753,Scaffold,112,2017-10-03T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15495,GCA_002409045.1,1.76,84.02670776,0,48.6,Synergistaceae bacterium UBA5240,Bacteria;Synergistetes;Synergistia,Synergistaceae,Synergistaceae,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__,UBA5240,SAMN06457651,PRJNA348753,Scaffold,123,2017-10-03T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15534,GCA_002409825.1,3,91.41483516,1.488095238,46.9,Syntrophomonas sp. UBA5373,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__,UBA5373,SAMN06451578,PRJNA348753,Scaffold,131,2017-10-03T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15553,GCA_002410205.1,1.78,82.12634823,3.543913713,48.9,Synergistaceae bacterium UBA5331,Bacteria;Synergistetes;Synergistia,Synergistaceae,Synergistaceae,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__,UBA5331,SAMN06451296,PRJNA348753,Scaffold,97,2017-10-03T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15559,GCA_002410325.1,4.01,99.21768707,4.413265306,49.6,Syntrophomonas sp. UBA5314,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__,UBA5314,SAMN06453317,PRJNA348753,Scaffold,72,2017-10-03T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15587,GCA_002410865.1,2.95,75.91836735,1.99829932,43.7,Syntrophomonas sp. UBA5380,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__,UBA5380,SAMN06457191,PRJNA348753,Scaffold,208,2017-10-03T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15609,GCA_002411325.1,3.25,96.51930552,3.103741497,46.9,Syntrophomonas sp. UBA5298,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__,UBA5298,SAMN06456032,PRJNA348753,Scaffold,96,2017-10-03T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15632,GCA_002412435.1,3.18,96.99222546,3.528911565,47.4,Syntrophomonas sp. UBA5221,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__,UBA5221,SAMN06450920,PRJNA348753,Scaffold,83,2017-10-03T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria15636,GCA_002412505.1,3.77,77.27921416,1.121304791,60,Anaerolineales bacterium UBA5215,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__;f__;g__;s__,UBA5215,SAMN06454995,PRJNA348753,Scaffold,447,2017-10-03T00:00:00Z,Parks2017,Bangladesh_ground_surface,Subsurface
bacteria15646,GCA_002412715.1,3.7,90.32258065,3.548387097,53.6,Deltaproteobacteria bacterium UBA5205,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__,UBA5205,SAMN06456145,PRJNA348753,Scaffold,50,2017-10-03T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria15651,GCA_002412825.1,3.46,98.85057471,2.298850575,59.1,Spirochaetaceae bacterium UBA5200,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA5200;s__,UBA5200,SAMN06453592,PRJNA348753,Scaffold,33,2017-10-03T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria15658,GCA_002412965.1,4.12,98.14814815,0,58.6,Desulfomicrobium sp. UBA5193,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium;s__,UBA5193,SAMN06453048,PRJNA348753,Scaffold,14,2017-10-03T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria15664,GCA_002413075.1,3.04,89.89552964,0.863095238,43.4,Desulfosporosinus sp. UBA5188,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__,UBA5188,SAMN06453572,PRJNA348753,Scaffold,212,2017-10-03T00:00:00Z,Parks2017,Canadian_arctic,Sediment
bacteria15672,GCA_002413245.1,3.24,82.40099611,0.799319728,43.3,Desulfosporosinus sp. UBA5179,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__,UBA5179,SAMN06451877,PRJNA348753,Scaffold,151,2017-10-03T00:00:00Z,Parks2017,Canadian_arctic,Sediment
bacteria15722,GCA_002414225.1,3.53,95.45068027,0.595238095,63.1,Desulfobulbaceae bacterium UBA5121,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA5123;s__,UBA5121,SAMN06457174,PRJNA348753,Scaffold,59,2017-10-03T00:00:00Z,Parks2017,Queensland_river,Estuary
bacteria15783,GCA_002415465.1,2.28,74.85670194,1.658163265,60.7,Desulfobulbaceae bacterium UBA5123,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA5123;s__,UBA5123,SAMN06457176,PRJNA348753,Scaffold,240,2017-10-03T00:00:00Z,Parks2017,Queensland_river,Estuary
bacteria15803,GCA_002415855.1,4.51,93.47089947,3.841269841,44.8,Bacteroidales bacterium UBA5072,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,UBA5072,SAMN06454972,PRJNA348753,Scaffold,195,2017-10-03T00:00:00Z,Parks2017,Wetland_sediment,Wetland
bacteria15853,GCA_002418185.1,2.48,92.66513057,2.258064516,59.4,Deltaproteobacteria bacterium UBA5799,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__;s__,UBA5799,SAMN06450747,PRJNA348753,Scaffold,155,2017-10-03T00:00:00Z,Parks2017,AOM_bioreactor,Engineered
bacteria15873,GCA_002418585.1,2.55,84.28048142,2.729591837,44.2,Desulfosporosinus sp. UBA5775,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__,UBA5775,SAMN06455691,PRJNA348753,Scaffold,234,2017-10-03T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site_enrichment,Hydrocarbon_Contaminated_Site
bacteria15885,GCA_002418825.1,2.12,77.41935484,3.225806452,45.4,Syntrophaceae bacterium UBA5764,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,UBA5764,SAMN06451452,PRJNA348753,Scaffold,98,2017-10-03T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site_enrichment,Hydrocarbon_Contaminated_Site
bacteria15886,GCA_002418835.1,4.44,83.14606742,1.123595506,41,Spirochaetia bacterium UBA5763,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__UBA5550;s__,UBA5763,SAMN06451453,PRJNA348753,Scaffold,34,2017-10-03T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site_enrichment,Hydrocarbon_Contaminated_Site
bacteria15893,GCA_002418985.1,3.42,95.37634409,3.225806452,53.7,Deltaproteobacteria bacterium UBA5756,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__,UBA5756,SAMN06454536,PRJNA348753,Scaffold,166,2017-10-03T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site_enrichment,Hydrocarbon_Contaminated_Site
bacteria15898,GCA_002419085.1,3.16,75.43859649,1.754385965,59.4,Desulfobulbaceae bacterium UBA5750,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__,UBA5750,SAMN06454542,PRJNA348753,Scaffold,212,2017-10-03T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site_enrichment,Hydrocarbon_Contaminated_Site
bacteria15914,GCA_002419385.1,3.08,84.19354839,1.935483871,57,Geobacter sp. UBA5735,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__;s__,UBA5735,SAMN06453308,PRJNA348753,Scaffold,70,2017-10-03T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site_enrichment,Hydrocarbon_Contaminated_Site
bacteria15920,GCA_002419525.1,2.56,83.82488479,1.935483871,51.3,Syntrophaceae bacterium UBA5726,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__Syntrophus;s__,UBA5726,SAMN06452025,PRJNA348753,Scaffold,91,2017-10-03T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site_enrichment,Hydrocarbon_Contaminated_Site
