user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GCA_002789935.1	d__Bacteria;p__Desulfobacterota;c__BSN033;o__UBA8473;f__UBA8473;g__UBA8473;s__UBA8473 sp002782605	GCA_002782605.1	95.0	d__Bacteria;p__Desulfobacterota;c__BSN033;o__UBA8473;f__UBA8473;g__UBA8473;s__UBA8473 sp002782605	99.37	0.84	GCA_002782605.1	d__Bacteria;p__Desulfobacterota;c__BSN033;o__UBA8473;f__UBA8473;g__UBA8473;s__UBA8473 sp002782605	99.37	0.84	d__Bacteria;p__Desulfobacterota;c__BSN033;o__;f__;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	87.44	11	N/A	N/A
GCA_003245785.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Spiro-10;s__Spiro-10 sp003245785	GCA_003245785.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Spiro-10;s__Spiro-10 sp003245785	100.0	0.99	GCA_003245785.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Spiro-10;s__Spiro-10 sp003245785	100.0	0.99	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Spiro-10;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003252395.1, s__Spiro-10 sp003252395, 95.0, 79.99, 0.47; GCA_003246765.1, s__Spiro-10 sp003246765, 95.0, 79.69, 0.38; GCA_001604405.1, s__Spiro-10 sp001604405, 95.0, 77.97, 0.24; GCA_003246335.1, s__Spiro-10 sp003246335, 95.0, 77.03, 0.14; GCA_001604385.1, s__Spiro-10 sp001604385, 95.0, 76.37, 0.07	69.54	11	N/A	N/A
GCA_001749745.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Marispirochaetaceae;g__Marispirochaeta;s__Marispirochaeta associata	GCF_001749745.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Marispirochaetaceae;g__Marispirochaeta;s__Marispirochaeta associata	100.0	0.98	GCF_001749745.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Marispirochaetaceae;g__Marispirochaeta;s__Marispirochaeta associata	100.0	0.98	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Marispirochaetaceae;g__Marispirochaeta;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_002087085.1, s__Marispirochaeta aestuarii, 95.0, 77.34, 0.16	92.12	11	N/A	N/A
GCA_002327925.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__UBA2200;s__UBA2200 sp002327925	GCA_002327925.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__UBA2200;s__UBA2200 sp002327925	100.0	1.0	GCA_002327925.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__UBA2200;s__UBA2200 sp002327925	100.0	1.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	86.41	11	N/A	N/A
GCA_000422205.1	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfohalovibrio;s__Desulfohalovibrio sp000422205	GCF_000422205.1	95.0	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfohalovibrio;s__Desulfohalovibrio sp000422205	100.0	1.0	GCF_000422205.1	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfohalovibrio;s__Desulfohalovibrio sp000422205	100.0	1.0	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfohalovibrio;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000422245.1, s__Desulfohalovibrio alkalitolerans, 95.0, 81.42, 0.6; GCF_000711295.1, s__Desulfohalovibrio reitneri, 95.0, 79.36, 0.42	96.17	11	N/A	N/A
GCA_001795535.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWA2-54-12;s__GWA2-54-12 sp001795535	GCA_001795535.1	95.0	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWA2-54-12;s__GWA2-54-12 sp001795535	100.0	0.99	GCA_001795535.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWA2-54-12;s__GWA2-54-12 sp001795535	100.0	0.99	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	69.21	11	N/A	N/A
GCA_002452125.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp002340985	GCA_002340985.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp002340985	98.86	0.88	GCA_002340985.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp002340985	98.86	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003497505.1, s__Sedimentibacter sp003497505, 95.0, 93.43, 0.88; GCA_003514865.1, s__Sedimentibacter sp003514865, 95.0, 91.76, 0.87; GCA_002381185.1, s__Sedimentibacter sp002381185, 95.0, 79.52, 0.39; GCA_002331025.1, s__Sedimentibacter sp002331025, 95.0, 78.87, 0.26; GCA_003457065.1, s__Sedimentibacter sp003457065, 95.0, 78.41, 0.29; GCA_002409285.1, s__Sedimentibacter sp002409285, 95.0, 77.85, 0.29; GCA_002422545.1, s__Sedimentibacter sp002422545, 95.0, 77.79, 0.24; GCA_002399975.1, s__Sedimentibacter sp002399975, 95.0, 77.45, 0.2; GCA_003483345.1, s__Sedimentibacter sp003483345, 95.0, 77.41, 0.16; GCA_003487955.1, s__Sedimentibacter sp003487955, 95.0, 77.23, 0.13; GCA_002316225.1, s__Sedimentibacter sp002316225, 95.0, 77.03, 0.13; GCA_002385835.1, s__Sedimentibacter sp002385835, 95.0, 76.84, 0.13; GCA_002316585.1, s__Sedimentibacter sp002316585, 95.0, 76.76, 0.23	92.9	11	N/A	N/A
GCA_001803945.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546;g__UBA1546;s__UBA1546 sp001805105	GCA_001805105.1	95.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546;g__UBA1546;s__UBA1546 sp001805105	99.96	0.99	GCA_001805105.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546;g__UBA1546;s__UBA1546 sp001805105	99.96	0.99	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546;g__UBA1546;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003535475.1, s__UBA1546 sp003535475, 95.0, 88.33, 0.7; GCA_001871685.1, s__UBA1546 sp001871685, 95.0, 87.33, 0.73	92.7	11	N/A	N/A
GCA_000769715.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Tol-SR;s__Tol-SR sp000769715	GCA_000769715.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Tol-SR;s__Tol-SR sp000769715	100.0	1.0	GCA_000769715.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Tol-SR;s__Tol-SR sp000769715	100.0	1.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	84.23	11	N/A	N/A
GCA_002419525.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__Syntrophus;s__Syntrophus aciditrophicus	GCF_000013405.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__Syntrophus;s__Syntrophus aciditrophicus	97.93	0.87	GCF_000013405.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__Syntrophus;s__Syntrophus aciditrophicus	97.93	0.87	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__Syntrophus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900109885.1, s__Syntrophus gentianae, 95.0, 79.27, 0.45	84.76	11	N/A	N/A
GCA_002897615.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__BMS3Abin13;s__BMS3Abin13 sp002897615	GCA_002897615.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__BMS3Abin13;s__BMS3Abin13 sp002897615	100.0	1.0	GCA_002897615.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__BMS3Abin13;s__BMS3Abin13 sp002897615	100.0	1.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	92.1	11	N/A	N/A
GCA_003161685.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__Fen-1308;s__Fen-1308 sp003170655	GCA_003170655.1	95.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__Fen-1308;s__Fen-1308 sp003170655	98.98	0.69	GCA_003170655.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__Fen-1308;s__Fen-1308 sp003170655	98.98	0.69	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	78.43	11	N/A	N/A
GCA_002435875.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__UBA6131;s__UBA6131 sp002435875	GCA_002435875.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__UBA6131;s__UBA6131 sp002435875	100.0	0.99	GCA_002435875.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__UBA6131;s__UBA6131 sp002435875	100.0	0.99	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	80.71	11	N/A	N/A
GCA_003612835.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	GCF_000178115.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	99.99	1.0	GCF_000178115.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	99.99	1.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	95.83	11	N/A	N/A
GCA_002428705.1	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__UBA6079;s__UBA6079 sp002428705	GCA_002428705.1	95.0	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__UBA6079;s__UBA6079 sp002428705	100.0	1.0	GCA_002428705.1	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__UBA6079;s__UBA6079 sp002428705	100.0	1.0	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	96.33	11	N/A	N/A
GCA_002897815.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__BMS3Bbin05;g__BMS3Bbin05;s__BMS3Bbin05 sp002897855	GCA_002897855.1	95.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__BMS3Bbin05;g__BMS3Bbin05;s__BMS3Bbin05 sp002897855	99.71	0.87	GCA_002897855.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__BMS3Bbin05;g__BMS3Bbin05;s__BMS3Bbin05 sp002897855	99.71	0.87	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	85.75	11	N/A	N/A
GCA_001796365.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA12087;s__UBA12087 sp001796335	GCA_001796335.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA12087;s__UBA12087 sp001796335	100.0	0.99	GCA_001796335.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA12087;s__UBA12087 sp001796335	100.0	0.99	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	96.03	11	N/A	N/A
GCA_002452655.1	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__46-80 sp003513005	GCA_003513005.1	95.0	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__46-80 sp003513005	98.81	0.78	GCA_003513005.1	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__46-80 sp003513005	98.81	0.78	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002418775.1, s__46-80 sp002418775, 95.0, 90.72, 0.62; GCA_003485325.1, s__46-80 sp003485325, 95.0, 86.84, 0.59; GCA_002382755.1, s__46-80 sp002382755, 95.0, 86.83, 0.64	78.23	11	N/A	N/A
GCA_002410325.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA5314;s__UBA5314 sp002410325	GCA_002410325.1	95.0	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA5314;s__UBA5314 sp002410325	100.0	1.0	GCA_002410325.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA5314;s__UBA5314 sp002410325	100.0	1.0	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	97.52	11	N/A	N/A
GCA_003142255.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__LD21 sp003142255	GCA_003142255.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__LD21 sp003142255	100.0	1.0	GCA_003142255.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__LD21 sp003142255	100.0	1.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003157055.1, s__LD21 sp003157055, 95.0, 89.73, 0.84; GCA_003152835.1, s__LD21 sp003152835, 95.0, 83.44, 0.75; GCA_003141415.1, s__LD21 sp003141415, 95.0, 78.36, 0.15; GCA_002319885.1, s__LD21 sp002319885, 95.0, 77.46, 0.09; GCA_003141525.1, s__LD21 sp003141525, 95.0, 77.41, 0.13; GCA_003141715.1, s__LD21 sp003141715, 95.0, 77.14, 0.11; GCA_003157075.1, s__LD21 sp003157075, 95.0, 77.09, 0.08; GCA_001768195.1, s__LD21 sp001768195, 95.0, 76.92, 0.11; GCA_003162595.1, s__LD21 sp003162595, 95.0, 76.9, 0.11; GCA_003141895.1, s__LD21 sp003141895, 95.0, 76.88, 0.11; GCA_003157015.1, s__LD21 sp003157015, 95.0, 76.77, 0.11; GCA_003141495.1, s__LD21 sp003141495, 95.0, 76.76, 0.11; GCA_003155705.1, s__LD21 sp003155705, 95.0, 76.42, 0.1; GCA_002328625.1, s__LD21 sp002328625, 95.0, 76.42, 0.08; GCA_003520925.1, s__LD21 sp003520925, 95.0, 76.25, 0.09; GCA_002428385.1, s__LD21 sp002428385, 95.0, 76.23, 0.09; GCA_003501665.1, s__LD21 sp003501665, 95.0, 76.11, 0.07; GCA_002424525.1, s__LD21 sp002424525, 95.0, 75.95, 0.09; GCA_002319915.1, s__LD21 sp002319915, 95.0, 75.87, 0.06	97.14	11	N/A	N/A
GCA_000179315.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__NaphS2;g__NaphS2;s__NaphS2 sp000179315	GCF_000179315.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__NaphS2;g__NaphS2;s__NaphS2 sp000179315	100.0	0.99	GCF_000179315.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__NaphS2;g__NaphS2;s__NaphS2 sp000179315	100.0	0.99	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__NaphS2;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	91.11	11	N/A	N/A
GCA_002093115.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geothermobacteraceae;g__Geothermobacter;s__Geothermobacter sp002093115	GCF_002093115.1	95.0	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geothermobacteraceae;g__Geothermobacter;s__Geothermobacter sp002093115	100.0	1.0	GCF_002093115.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geothermobacteraceae;g__Geothermobacter;s__Geothermobacter sp002093115	100.0	1.0	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geothermobacteraceae;g__Geothermobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_002898515.1, s__Geothermobacter sp002898515, 95.0, 94.4, 0.85	98.53	11	N/A	N/A
GCA_000426865.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter_A;s__Geobacter_A bremensis	GCF_000426865.1	95.67	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter_A;s__Geobacter_A bremensis	100.0	1.0	GCF_000426865.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter_A;s__Geobacter_A bremensis	100.0	1.0	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000020725.1, s__Geobacter_A bemidjiensis, 95.67, 95.67, 0.88; GCF_000023645.1, s__Geobacter_A sp000023645, 95.0, 92.39, 0.85; GCF_002117975.1, s__Geobacter_A pelophilus, 95.0, 88.65, 0.82; GCF_000175115.2, s__Geobacter_A sp000175115, 95.0, 82.88, 0.61; GCA_003490025.1, s__Geobacter_A sp003490025, 95.0, 82.37, 0.55; GCA_003499925.1, s__Geobacter_A sp003499925, 95.0, 80.74, 0.41	98.04	11	N/A	N/A
GCA_001771695.1	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__XYC2-FULL-46-14;f__XYC2-FULL-46-14;g__XYC2-FULL-46-14;s__XYC2-FULL-46-14 sp001771585	GCA_001771585.1	95.0	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__XYC2-FULL-46-14;f__XYC2-FULL-46-14;g__XYC2-FULL-46-14;s__XYC2-FULL-46-14 sp001771585	99.99	0.99	GCA_001771585.1	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__XYC2-FULL-46-14;f__XYC2-FULL-46-14;g__XYC2-FULL-46-14;s__XYC2-FULL-46-14 sp001771585	99.99	0.99	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__XYC2-FULL-46-14;f__;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	86.77	11	N/A	N/A
GCA_001830615.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA12059;s__UBA12059 sp001829185	GCA_001829185.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA12059;s__UBA12059 sp001829185	99.99	0.97	GCA_001829185.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA12059;s__UBA12059 sp001829185	99.99	0.97	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	89.03	11	N/A	N/A
GCA_900143645.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna xylanovorans	GCF_900143645.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna xylanovorans	100.0	1.0	GCF_900143645.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna xylanovorans	100.0	1.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900142215.1, s__Anaerocolumna jejuensis, 95.0, 82.01, 0.55; GCA_002434335.1, s__Anaerocolumna sp002434335, 95.0, 79.14, 0.26; GCF_000702945.1, s__Anaerocolumna sp000702945, 95.0, 79.01, 0.28; GCA_002294045.1, s__Anaerocolumna sp002294045, 95.0, 77.94, 0.12; GCF_900115365.1, s__Anaerocolumna aminovalerica, 95.0, 77.78, 0.1	95.95	11	N/A	N/A
GCA_002398325.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4851;s__UBA4851 sp002408445	GCA_002408445.1	95.0	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4851;s__UBA4851 sp002408445	99.39	0.8	GCA_002408445.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4851;s__UBA4851 sp002408445	99.39	0.8	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	88.53	11	N/A	N/A
GCA_002869615.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__UBA2294;g__BM707;s__BM707 sp002869615	GCA_002869615.1	95.0	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__UBA2294;g__BM707;s__BM707 sp002869615	100.0	0.99	GCA_002869615.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__UBA2294;g__BM707;s__BM707 sp002869615	100.0	0.99	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__UBA2294;g__BM707;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002868925.1, s__BM707 sp002868925, 95.0, 78.7, 0.34	95.63	11	N/A	N/A
GCA_001797945.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp001830835	GCA_001830835.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp001830835	99.43	0.84	GCA_001830835.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp001830835	99.43	0.84	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003141195.1, s__UBA5619 sp003141195, 95.0, 81.7, 0.51; GCA_001873745.1, s__UBA5619 sp001873745, 95.0, 81.68, 0.5; GCA_001829875.1, s__UBA5619 sp001829875, 95.0, 79.9, 0.34; GCA_002423465.1, s__UBA5619 sp002423465, 95.0, 79.76, 0.34; GCA_002424545.1, s__UBA5619 sp002424545, 95.0, 78.9, 0.32	90.65	11	N/A	N/A
